name;id;bearer;reigning;question;tu_question;fr_question;es_question;jp_question;ko_question;sc_question;tc_question;de_question;ru_question;it_question;bp_question;override_yes;tu_override_yes;fr_override_yes;es_override_yes;jp_override_yes;ko_override_yes;sc_override_yes;tc_override_yes;de_override_yes;ru_override_yes;it_override_yes;bp_override_yes;answer_yes;tu_answer_yes;fr_answer_yes;es_answer_yes;jp_answer_yes;ko_answer_yes;sc_answer_yes;tc_answer_yes;de_answer_yes;ru_answer_yes;it_answer_yes;bp_answer_yes;override_no;tu_override_no;fr_override_no;es_override_no;jp_override_no;ko_override_no;sc_override_no;tc_override_no;de_override_no;ru_override_no;it_override_no;bp_override_no;answer_no;tu_answer_no;fr_answer_no;es_answer_no;jp_answer_no;ko_answer_no;sc_answer_no;tc_answer_no;de_answer_no;ru_answer_no;it_answer_no;bp_answer_no;vide
_;647;sam;!jon;Your Majesty, my name is Samwell Tarly. I made this journey at the request of Jon Snow.;;Majesté, je m'appelle Samwell Tarly. Je suis venu jusqu'à vous à la demande de Jon Snow.;Majestad, mi nombre es Samwell Tarly. Emprendí este viaje a petición de Jon Nieve.;陛下、私は+サムウェル・ターリーと申します。+ジョン・スノウに頼まれ、+旅をしていたところです。;폐하, 제 이름은 샘웰 탈리라고 합니다. 존 스노우의 요청에 따라 이렇게 왔습니다.;陛下，我的名字叫山姆威尔·塔利+我是应琼恩·雪诺的要求来到这里的;陛下，我的名字叫山姆威爾·塔利+我是應瓊恩·雪諾的要求來到這裡的;Majestät, mein Name ist Samwell Tarly. Ich habe diese Reise auf Bitten von Jon Schnee unternommen.;Ваша Светлость, я Сэмвелл Тарли. Я отправился в путь по просьбе Джона Сноу.;Vostra Maestà, mi chiamo Samwell Tarly. Ho fatto questo viaggio su richiesta di Jon Snow.;Majestade, meu nome é Samwell Tarly. Fiz essa viagem a pedido de Jon Snow.;You're my guest;;Vous êtes mon invité;Sois mi invitado;賓客として(扱おう*扱いましょう);그대는 내 손님이다;你是我的客人;你是我的客人;Ihr seid mein Gast;Теперь ты мой гость;Allora vi ospiterò;Você é meu hóspede;;;;;;;;;;;;;You're my prisoner;;Vous êtes mon prisonnier;Sois mi prisionero;捕虜として(扱おう*扱いましょう);이 자를 가둬라;你是我的囚徒;你是我的囚徒;Ihr seid mein Gefangener;Теперь ты мой пленник;Allora vi imprigionerò;Você é meu prisioneiro;;;;;;;;;;;;;
_;648;sam;!jon;Thank you, Your Grace. The army of the dead needs all your attention. I'm here to help.;;Merci, Majesté. L'armée des morts constitue une menace sérieuse qui mérite toute votre attention. Je suis venu vous aider.;Gracias, Alteza. El Ejército de los Muertos necesita toda vuestra atención. Estoy aquí para ayudaros.;ありがとうございます、陛下。+死者の軍勢はあなたの気を+引きたがっているようです。+私はあなたを助けに来ました。;감사합니다, 폐하. 망자들의 군단에 주의를 기울이셔야 합니다. 제가 도와드리려 왔습니다.;谢谢您，陛下+不死大军需要您的关注+我是来帮忙的;謝謝您，陛下+不死大軍需要您的關注+我是來幫忙的;Vielen Dank, Euer Gnaden. Die Armee der Toten erfordert all Eure Aufmerksamkeit. Ich bin hier, um zu helfen.;Благодарю Вас, Ваша Светлость. Я призываю Вас уделить армии мертвецов все возможное внимание и окажу любую помощь, какую только смогу.;Grazie. Devo avvertirvi di fare attenzione all'Esercito dei Morti. Sono qui per aiutarvi.;Obrigado, Majestade. A ameaça do exército dos Mortos requer toda sua atenção. Estou aqui para ajudar.;How?;;Comment ?;¿Cómo?;助けに？;어떻게 도와주려고?;如何帮？;如何幫？;Wie?;Но как?;Come?;Como?;;;;;;;;;;;;;And why would...;;Et pourquoi ?;¿Y por qué...?;しかしどうして…;그런 걸 왜 걱정하는지...;为什么要…;為什麼要…;Und warum sollte ...;Но с чего бы...;Perché mai...;E por que motivo eu...;;;;;;;;;;;;;
_;649;sam;!jon;Do as you wish, but hear me first. The threat from the North is real. I saw it with my own eyes, and now I offer my help.;;Comme il vous plaira, mais écoutez-moi. La menace est réelle. Je l'ai vue de mes yeux. Et je suis venu vous offrir mon assistance.;Haced lo que queráis, pero escuchadme primero. La amenaza del Norte es real. Lo he visto con mis propios ojos, y ahora os ofrezco mi ayuda.;どのように扱っても構いませんが、+私の話をお聞きください。+北部の脅威は真実です。+この目で見ましたし、力を貸しましょう。;폐하의 뜻대로 하셔도 좋습니다만 먼저 들어주시기 바랍니다. 북부에서 들려오는 위협은 사실입니다. 제 눈으로 직접 보고 왔기에 도움을 드리고자 하니까요.;如你所愿，但是请先听我一言+北境的威胁是真实存在的+我亲眼所见，现在我希望能帮上忙;如你所願，但是請先聽我一言+北境的威脅是真實存在的+我親眼所見，現在我希望能幫上忙;Wie Ihr meint, aber hört mich erst an. Die Bedrohung aus dem Norden ist real. Ich habe sie selbst gesehen und biete meine Hilfe an.;Как пожелаете, однако выслушайте меня. С Севера надвигается страшная беда: беда, которую я видел своими глазами. Я здесь, чтобы помочь.;Prima ascoltatemi. La minaccia proveniente dal Nord è reale. L'ho vista con i miei occhi e ora vi offro il mio aiuto.;Por favor, escute-me primeiro. A ameaça do Norte é real. Eu vi com meus próprios olhos, e agora ofereço minha ajuda.;How?;;Comment ?;¿Cómo?;力を貸す？;어떻게 도와주려고?;如何帮?;如何幫?;Wie?;Но как?;Come?;Como?;;;;;;;;;;;;;And why would...;;Et pourquoi ?;¿Y por qué...?;しかしどうして…;그런 걸 왜 걱정하는지...;为什么要…;為什麼要…;Und warum sollte ...;Но с чего бы...;Perché mai...;E por que motivo eu...;;;;;;;;;;;;;
_;650;sam;!jon;I will study texts, report my findings to Jon and support your efforts. There's much work to do. Do you agree?;;J'étudierai les textes, ferai état de mes découvertes à Jon, dans le but de vous aider. Il y a beaucoup à faire. Êtes-vous d'accord ?;Voy a estudiar los textos, a informar de mis hallazgos a Jon y a apoyar vuestros esfuerzos. Hay mucho trabajo por hacer. ¿Estáis de acuerdo?;文献を調べてジョンに報告し、+あなたのお仕事を支えましょう。+私のやるべきことはたくさんあります。+いかがでしょうか？;문헌들을 연구하고, 제가 찾아낸 것을 존 스노우에게 보고하며 폐하의 활동을 도울 것입니다. 할 일이 많지요. 제게 동의하십니까?;我会研究记载，向琼恩报告我的发现，+并支持您的行动+有许多工作有待完成+您觉得呢?;我會研究記載，向瓊恩報告我的發現，+並支持您的行動+有許多工作有待完成+您覺得呢?;Ich werde Texte studieren, Jon meine Entdeckungen melden und Eure Bemühungen unterstützen. Es gibt viel zu tun. Seid Ihr einverstanden?;Я буду изучать манускрипты, докладывать Джону о происходящем и помогать Вам в Ваших начинаниях. Работы много, Вы не согласны?;Studierò dei testi, informerò Jon delle mie scoperte e sosterrò i vostri sforzi. C'è molto lavoro da fare. Collaborerete?;Eu estudarei textos, relatarei minhas descobertas ao Jon e ajudarei nos seus esforços. Temos muito o que fazer. Concorda?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sampush;656;sam;!jon;One of your boorish knights is distressing Gilly, my wife. You must deal with him, now.;;L'un de vos chevaliers ne cesse d'importuner Vère, ma femme. Je vous demande d'intervenir au plus vite.;Uno de vuestros groseros caballeros está molestando a Gilly, mi esposa. Debéis encargaros de él, ahora mismo.;あなたの部下である、+とある失礼な騎士が+妻のジリを悩ませています。+今すぐ彼を何とかしてください。;폐하의 천박한 기사 중 하나가 제 아내인 길리를 괴롭히고 있습니다. 그자를 처벌해주십시오. 당장 말입니다.;您的其中一名粗鲁的骑士+正在骚扰我的妻子，吉莉+你必须处理他，现在;您的其中一名粗魯的騎士+正在騷擾我的妻子，吉莉+你必須處理他，現在;Einer Eurer rüpelhaften Ritter belästigt Goldy, meine Frau. Ihr müsst Euch umgehend um ihn kümmern.;Один из Ваших рыцарей очень груб с моей женой, Джилли. Прошу Вас, сделайте что-нибудь.;Uno dei vostri rozzi cavalieri sta importunando Gilly, mia moglie. Dovete occuparvene subito.;Um de seus cavaleiros brutamontes está molestando minha esposa, Gilly. Peço que Vossa Majestade lide com ele o mais rápido possível.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sampush;657;sam;!jon;What sane leader would wage a war with the North when so much is at stake? I pray that you stop this folly.;;(Quel souverain sain d'esprit*Quelle reine saine d'esprit) déclarerait la guerre au Nord alors que la situation est si grave ? Je vous conjure d'arrêter cette folie.;¿Qué clase de líder en su sano juicio libraría una guerra con el Norte cuando hay tanto en juego? Rezo para que detengáis esta locura.;多くの人命が危険にさらされている時に、+北部と戦争を起こすなんて+正気の沙汰ではありません。+そんな愚行を+やめていただくようお願いします。;나라의 운명이 풍전등화인데 제대로 된 군주라면 어찌 북부와 신경전을 벌일 수 있겠습니까? 이 짓을 멈춰주시옵소서.;如此多事情都处在紧要关头之际，+哪位明智的领袖会向北境宣战？+我祈求您能停止这项荒唐举动;如此多事情都處在緊要關頭之際，+哪位明智的領袖會向北境宣戰？+我祈求您能停止這項荒唐舉動;(Welcher vernünftige Herrscher*Welche vernünftige Herrscherin) führt Krieg gegen den Norden, wenn so viel auf dem Spiel steht? Bitte gebietet dieser Torheit Einhalt.;Надо быть совершенным безумцем, чтобы пойти войной на Север перед лицом такой угрозы. Молю Вас, отмените это решение.;Quale regnante sano di mente farebbe guerra al Nord quando c'è così tanto in ballo? Vi prego di porre fine a questa follia.;Que líder em sã consciência travaria uma guerra com o Norte nesse momento tão arriscado? Por favor, abandone esse conflito tolo.;You're right;;Vous avez raison;Tenéis razón;確かに;네 말이 맞다;你说得对;你說得對;Ihr habt Recht;Верно...;Avete ragione;Tem razão;;;;;;;;;;;;;I'm sane;;Je suis (sain*saine) d'esprit;Estoy en mi sano juicio;私は正気(だ*よ);난 제대로 된 군주다;我很理智;我很理智;Ich bin vernünftig;Мой разум еще при мне;Io sono (sano*sana) di mente;Minha consciência está ótima;;;;;;;;;;;;;
_samreveal;658;sam;!jon;Stop this or I will reveal to the Kingdom a truth that will bring you down: Jon is the one true heir to the throne!;;Mettez-y un terme ou je révèle au royaume une vérité qui vous coûtera votre couronne : Jon est l'héritier légitime de ce trône !;Detened esto o revelaré al Reino una verdad que os derrocará: ¡Jon es el único y verdadero heredero de la corona!;やめないなら、+あなたを王座から下ろすであろう+真実を国中に広げましょう。+ジョンは正当な王位後継者の一人なのですよ！;멈추지 않는다면 폐하를 왕위에서 끌어내릴 진실을 세상에 밝히겠습니다. 바로 존 스노우가 왕실의 혈통을 이었다는 사실 말입니다!;快停下，+不然我就会向王国揭露能将您拉下台的事实：+琼恩是王位的真正继承人之一;快停下，+不然我就會向王國揭露能將您拉下臺的事實：+瓊恩是王位的真正繼承人之一;Hört auf damit, oder ich enthülle dem Reich eine Wahrheit, die Euch zu Fall bringt: Jon ist der einzige rechtmäßige Thronerbe!;Если Вы не остановитесь, то я буду вынужден открыть истину всем королевствам — только у Джона есть права на престол!;Fatela finita o svelerò al regno una verità che vi farà cadere in disgrazia: Jon è l'unico vero erede al trono!;Pare com isso ou revelarei ao reino uma verdade que irá (derrubá-lo*derrubá-la): Jon é o herdeiro legítimo do trono!;What?;;Comment ?;¿Qué?;えっ？;뭐라?;什么？;什麼？;Was?;Что?;Cosa?;O quê?;;;;;;;;;;;;;I know;;Je sais;Lo sé;知っている;알고 있다;我知道;我知道;Ich weiß;Я знаю;Lo so;Eu sei;;;;;;;;;;;;;
_;659;sam;!jon;Jon is the son of Rhaegar Targaryen and Lyanna Stark. I can prove they were married when he was born.;;Jon est le fils de Rhaegar Targaryen et Lyanna Stark. J'ai la preuve qu'ils étaient mariés à sa naissance.;Jon es hijo de Rhaegar Targaryen y Lyanna Stark. Puedo demostrar que estaban casados ​​cuando nació.;ジョンはレイガー・ターガリエンと+リアナ・スタークの子です。+彼が生まれた時に二人は+結婚していたことを証明できますよ。;존은 라에가르 타르가르옌과 리아나 스타크의 적자입니다. 존이 태어났을 때 그 둘이 결혼했었다는 사실을 증명할 수도 있습니다.;琼恩是雷加·坦格利安和+莱安娜·史塔克之子+我可以证明琼恩出生之时+他们俩处在婚姻之中;瓊恩是雷加·坦格利安和+萊安娜·史塔克之子+我可以證明瓊恩出生之時+他們倆處在婚姻之中;Jon ist der Sohn von Rhaegar Targaryen und Lyanna Stark. Ich kann beweisen, dass sie verheiratet waren, bevor er geboren wurde.;Джон — сын Рейгара Таргариена и Лианны Старк. Сын, рожденный в браке, чему есть доказательства.;Jon è figlio di Rhaegar Targaryen e Lyanna Stark. Posso dimostrare che erano sposati al momento della sua nascita.;Jon é o filho de Rhaegar Targaryen e Lyanna Stark. Posso provar que estavam casados quando ele nasceu.;I see...;;Je vois...;Ya veo...;(そうか*そう)…;그렇군...;我明白了…;我明白了…;Ich verstehe ...;Вот как...;Capisco...;Entendo...;;;;;;;;;;;;;Then?;;Et alors ?;¿Entonces?;それで？;그래서?;然后呢？;然後呢？;Und jetzt?;И?;E allora?;E?;;;;;;;;;;;;;
_;660;sam;!jon;Then you will do as I say.;;Alors, vous allez vous plier à mes exigences.;Entonces haréis lo que yo diga.;私の言うとおりにするのです。;제가 말한 대로 하시지요.;然后你就会按我所言去做;然後你就會按我所言去做;Jetzt tut Ihr, was ich sage.;И поэтому у Вас нет выбора.;Allora farete come dico.;E você fará o que eu disser.;;;;;;;;;;;;;;;;;;;;;;;;;Or...;;Ou bien ?;O...;でなければ…;싫다면...;否则呢…;否則呢…;Oder ...;Правда?;Altrimenti...;Ou...;;;;;;;;;;;;;
;714;sellsword;female;Your Grace, I have travelled for months to meet you, the legendary Queen of the Andals.;;Majesté, j'ai voyagé des mois entiers pour vous rencontrer, vous, la légendaire reine des Andals.;Alteza, he viajado durante meses para conoceros, la legendaria Reina de los Ándalos.;陛下、私はアンダルスを+統べる伝説の女王である、+あなたと会うため+数ヶ月に渡って旅をしてきました。;폐하, 몇 달을 걸쳐 안달족의 전설적인 여왕이신 폐하를 만나러 왔습니다.;殿下，传奇的安达尔女王，+我跋涉数月来见您;殿下，傳奇的安達爾女王，+我跋涉數月來見您;Euer Gnaden, ich war mondelang unterwegs, um Euch kennen zu lernen, die legendäre Königin der Andalen.;Ваша Светлость, я долгие месяцы провел в пути, чтобы увидеть Вас, королеву андалов.;Vostra Grazia, ho viaggiato mesi per incontrare voi, la leggendaria Regina degli andali.;Majestade, viajei durante meses para conhecê-la, a lendária Rainha dos Ândalos.;Greetings;;Salutations;Encantada;こんにちは;반갑다;您好;您好;Seid gegrüßt;Я приветствую тебя;Salve;Saudações;;;;;;;;;;;;;I'm busy;;Je suis occupée;Estoy ocupada;私は忙しいの;바쁘다;我很忙;我很忙;Ich bin beschäftigt;Мне не до тебя;Ho da fare;Estou ocupada;;;;;;;;;;;;;
_;715;sellsword;female;I expected beauty and spirit, but not wisdom and strength. I am enamored of you. I want to be your lover!;;Je vous savais belle et pleine d'esprit, mais je suis subjuguée par votre sagesse et votre force. Je vous aime !;Me hablaron de vuestra belleza y compasión, pero no de la fuerza y la sabiduría. Estoy enamorado de vos. ¡Quiero ser vuestro amante!;知恵と力はなく、美貌と気質だけを+持った者だと思っていました。+あなたに惚れましたので、+ぜひ私とお付き合いを！;폐하는 아름답고 기백이 넘치시는 것뿐만 아니라, 지혜롭고 강인하시기도 하군요. 반해버렸습니다. 폐하의 정인이 되도록 허락해주소서!;我预想您具有美貌与精神，+却没想到还有哦智慧和勇气+我爱上了您+我想成为您的爱人！;我預想您具有美貌與精神，+卻沒想到還有哦智慧和勇氣+我愛上了您+我想成為您的愛人！;Ich habe Mut und Schönheit erwartet, aber nicht Weisheit und Stärke. Ihr bezaubert mich. Ich will Euer Liebhaber sein!;Я знал, что Вы прекрасны, но даже не подозревал, что Вы еще и мудры, и столь сильны! Прошу, впустите меня в свою постель!;Mi aspettavo bellezza e coraggio, ma non saggezza e forza. Sono innamorato di voi e voglio essere il vostro amante!;Eu esperava beleza e personalidade, mas não sabedoria e força. Estou apaixonado. Quero ser seu amante!;What you want is a brothel;;Allez donc dans une maison close;Vos lo que queréis es un burdel;娼館にでも行けば？;사창가로 가서 춘희나 찾거라;你想要的是一座妓院;你想要的是一座妓院;Was Ihr wollt, ist ein Bordell;Здесь тебе не бордель;Volete solo un bordello;O que você quer é um bordel;;;;;;;;;;;;;What you want is to die;;Vous voulez mourir ?;Vos lo que queréis es morir;命が惜しくないのね;죽고 싶은 것이로구나;你想要去死;你想要去死;Was Ihr wollt, ist zu sterben;Ты смерти ищешь?;Volete solo morire;O que você quer é morrer;;;;;;;;;;;;;
_;716;sellsword;female;A direct Queen, I like it. To business then. The Golden Company currently lacks a patron... or patroness...;;La franchise, j'aime ça. Parlons affaires, alors. La Compagnie Dorée aurait besoin d'un... ou d'une mécène...;Una reina directa, me gusta. Al grano pues. La Compañía Dorada carece en este momento de un líder... o de una líder...;率直なことを言う女王様なら、+仕事の話をしましょう。+今の黄金兵団は雇い主がいません。+そこで…;직설적인 분이시로군요. 마음에 듭니다. 그럼 일 이야기를 해보지요. 골든 컴퍼니를 후원해주실 사나이... 아니 여제가 필요합니다.;一位直爽的女王，我喜欢+进入正题吧+黄金团现在正缺一位赞助人…;一位直爽的女王，我喜歡+進入正題吧+黃金團現在正缺一位贊助人…;Eine direkte Königin, das gefällt mir. Dann zum Geschäftlichen. Der Goldenen Kompanie fehlt gegenwärtig ein Kunde, oder eine Kundin.;О, мне нравится Ваша прямолинейность. Что ж, к делу. У Золотых мечей сейчас нет спонсора, так что...;Una Regina molto schietta, mi piacete. Passiamo agli affari: alla Compagnia Dorata manca un patrocinatore... o una patrocinatrice...;Uma rainha direta. Gosto disso. Vamos ao que interessa, então. A Companhia Dourada está precisando de um patrono... ou patrona...;I will think about it;;Je vais y réfléchir;Me lo pensaré;考えさせて;생각해보겠다;我会考虑的;我會考慮的;Ich werde darüber nachdenken;Я над этим подумаю;Ci penserò;Pensarei no assunto;;;;;;;;;;;;;Not interested;;Ça ne m'intéresse pas;No me interesa;興味ないわ;관심없다;不感兴趣;不感興趣;Kein Interesse;Мне это неинтересно;Non mi interessa;Não tenho interesse;;;;;;;;;;;;;
_;717;sellsword;female;To convince you of my effectiveness at understanding the intricacies of your politics, I have brought you a gift.;;Pour vous prouver à quel point je comprends les complexités de votre politique, je vous ai apporté un présent.;Para convenceros de mi capacidad de comprensión acerca de vuestros complejos asuntos políticos, os he traído un regalo.;政治の複雑さをどれだけ+知っているかを証明するため、+贈り物をお持ちしました。;복잡한 정치에 대한 제 이해력을 증명하기 위해, 폐하께 선물을 가지고 왔습니다.;为了让您相信我能迅速理解您+错综复杂的统治政策，+我为您带来了一份礼物;為了讓您相信我能迅速理解您+錯綜複雜的統治政策，+我為您帶來了一份禮物;Um zu beweisen, wie gut ich die Feinheiten Eurer politischen Verhältnisse verstehe, habe ich Euch ein Geschenk mitgebracht.;Позвольте мне вручить Вам дар в знак того, что я прекрасно понимаю направление Вашей политики и могу изрядно Вам помочь.;Per convincervi della mia abilità nel comprendere le sottigliezze della vostra azione politica, vi ho portato un dono.;Para convencê-la de que entendo dos detalhes intricados da sua política, eu lhe trouxe um presente.;Show me;;Montrez-moi;Mostradme;見せなさい;보여다오;给我看看;給我看看;Zeigt es mir;Позволяю;Mostratemelo;Mostre-me;<i>A severed head with a shock of golden hair is placed by the mercenary in front of you.</i>;;<i>Le mercenaire vous présente une tête coupée aux cheveux blonds.</i>;<i>El mercenario coloca una cabeza de pelo rubio que ha sido cortada delante de ti.</i>;<i>傭兵は金髪の者の生首をひとつ、+あなたの目の前に置く。</i>;<i>놀랍게도 용병이 오더니 당신의 앞에 목이 베인 금발 머리를 놓습니다.</i>;<i>一个长着金色头发的头颅+放在了你面前的雇佣兵旁</i>;<i>一個長著金色頭髮的頭顱+放在了你面前的雇傭兵旁</i>;<i>Der Söldner legt einen abgetrennten Kopf mit goldenem Haarschopf vor Euch ab.</i>;<i>Перед Вами кладут отрубленную голову, обрамленную золотыми кудрями.</i>;<i>Il mercenario vi mostra una testa mozzata dai capelli biondi.</i>;<i>O mercenário coloca à sua frente uma cabeça com cabelos loiros.</i>;Not now;;Pas maintenant;Ahora no;今はいいわ;지금 말고;不是现在;不是現在;Nicht jetzt;В другой раз;Non ora;Agora não;;;;;;;;;;;;;
_gifthead;737;sellsword;cersei;One from your endless supply of cousins. This one was relaying notes and secrets to the Starks.;;L'un de vos nombreux cousins. Il faisait passer des notes et autres informations aux Stark.;Uno de vuestros interminables suministros de primos. Este estaba pasando notas y secretos a los Stark.;無数にいる、+あなたの親族の一人です。+この者は、スターク家へ+文書と秘密を送っていました。;형제들을 위한 끝없는 지원에 대한 선물입니다. 이 자는 스타크 가문에 비밀과 쪽지를 전달하고 있었습니다.;这是您数不清的表亲的其中一位+他当时正为斯塔克家族传递信息和秘密;這是您數不清的表親的其中一位+他當時正為斯塔克家族傳遞資訊和秘密;Einer aus dem endlosen Vorrat Eurer Cousins. Dieser hier gab Notizen und Geheimnisse an die Starks weiter.;Один из Ваших многочисленных кузенов. Он предал Вас и помогал Старкам.;Uno dei vostri innumerevoli cugini. Questo, in particolare, riportava informazioni segrete e riservate agli Stark.;Um de seus infinitos primos. Este aqui estava trocando mensagens e segredos com os Starks.;What do you want?;;Que voulez-vous ?;¿Qué queréis?;何が望みなの？;뭘 원하지?;你想要什么？;你想要什麼？;Was wollt Ihr?;Чего тебе?;Cosa volete?;O que você quer?;;;;;;;;;;;;;I don't need mercenaries;;Je n'ai nul besoin de mercenaires;No necesito mercenarios;傭兵はいらないわ;난 용병따윈 필요 없다;我不需要雇佣兵;我不需要雇傭兵;Ich brauche keine Söldner;Я не нуждаюсь в наемниках;Non mi servono mercenari;Não preciso de mercenários;;;;;;;;;;;;;
_gifthead;738;sellsword;arya;One from your endless supply of cousins. This one was relaying notes and secrets to the Starks.;;L'un de vos nombreux cousins. Il faisait passer des notes et autres informations aux Stark.;Uno de vuestros interminables suministros de primos. Este estaba pasando notas y secretos a los Stark.;無数にいる、+あなたの親族の一人です。+この者は、スターク家へ+文書と秘密を送っていました。;형제들을 위한 끝없는 지원에 대한 선물입니다. 이 자는 스타크 가문에 비밀과 쪽지를 전달하고 있었습니다.;这是您数不清的表亲的其中一位+他当时正为斯塔克家族传递信息和秘密;這是您數不清的表親的其中一位+他當時正為斯塔克家族傳遞資訊和秘密;Einer aus dem endlosen Vorrat Eurer Cousins. Dieser hier gab Notizen und Geheimnisse an die Starks weiter.;Один из Ваших многочисленных кузенов. Он предал Вас и помогал Старкам.;Uno dei vostri innumerevoli cugini. Questo, in particolare, riportava informazioni segrete e riservate agli Stark.;Um de seus infinitos primos. Este aqui estava trocando mensagens e segredos com os Starks.;And the cost?;;Que voulez-vous ?;¿Y el precio?;代価は？;그 대가는?;你的标价是？;你的標價是？;Und was soll das kosten?;И какова цена за твои услуги?;Qual è il vostro prezzo?;E o preço?;;;;;;;;;;;;;Because I asked him...;;Sur mes ordres...;Pero yo se lo pedí...;そう頼んだのよ…;내 충신이었는데...;因为我让他…;因為我讓他…;Weil ich ihn darum bat ...;Такова была моя воля...;Gliel'avevo chiesto io...;Porque eu pedi a ele...;;;;;;;;;;;;;
_gifthead;718;sellsword;!cersei;Only a minor Lannister cousin. But as you see, I will root out your enemies, wherever they may be. ;;Il ne s'agit que d'un lointain cousin des Lannister. Mais nous sommes prêts à éliminer vos ennemis, où qu'ils se cachent.;Es solo uno de los primos menores de los Lannister. Pero como veis, voy a acabar con vuestros enemigos, dondequiera que se encuentren.;この者はラニスター家の+無名の親族ですが、+あなたの敵がどこにいても、+このように刈り取ってみせましょう。;라니스터 가문의 이름 없는 친척일 뿐입니다. 허나 보시다시피, 제가 폐하의 적들을 뿌리 뽑아드릴 수 있습니다. 그게 누가 되었건 간에 말입니다.;只是一位小小的兰尼斯特表亲+但是如您所见，我会找出您的敌人，+无论他们在哪里;只是一位小小的蘭尼斯特表親+但是如您所見，我會找出您的敵人，+無論他們在哪里;Nur ein unwichtiger Lennister-Cousin. Aber wie Ihr seht, beseitige ich Eure Feinde, wo auch immer sie sein mögen.;Это всего лишь один из кузенов Ланнистеров. Однако же, как видите, я с легкостью могу уничтожить любого Вашего врага.;Si tratta solo di un lontano cugino Lannister ma, come avrete capito, stroncherò i vostri nemici ovunque siano.;É apenas um Lannister sem importância. Mas, como pode ver, posso localizar e eliminar seus inimigos, onde quer que estejam.;And the cost?;;Que voulez-vous ?;¿A qué precio?;代価は？;그 대가는?;你的标价是？;你的標價是？;Und was soll das kosten?;И какова цена за твои услуги?;Qual è il vostro prezzo?;E o preço?;;;;;;;;;;;;;I don't need mercenaries;;Je n'ai nul besoin de mercenaires;No necesito mercenarios;傭兵はいらないわ;난 용병따윈 필요 없다;我不需要雇佣兵;我不需要雇傭兵;Ich brauche keine Söldner;Я не нуждаюсь в наемниках;Non mi servono mercenari;Não preciso de mercenários;;;;;;;;;;;;;
_;719;sellsword;female;Well, a good pile of gold of course, what else? I promise you, you will not regret your decision.;;Une récompense sonnante et trébuchante, bien sûr ! Je vous promets que vous ne le regretterez pas.;Bueno, un buen puñado de oro, por supuesto, ¿qué si no? Os lo prometo, no os arrepentiréis de vuestra decisión.;ええ、金を沢山いただければ十分です。+雇ったことを後悔させませんよ。;글쎄요, 금덩이보다 더 나은 게 있을까요. 제가 약속하건대, 결정을 후회하지 않으실 겁니다.;首先，当然是一大堆金币，还要什么呢？+我保证，您不会后悔这个决定;首先，當然是一大堆金幣，還要什麼呢？+我保證，您不會後悔這個決定;Nun, einen schönen Haufen Gold natürlich, was sonst? Ich verspreche Euch, Ihr werdet Eure Entscheidung nicht bereuen.;Мне нужна всего лишь добрая пригоршня золота, сущий пустяк. Уверяю Вас, Вы не пожалеете.;Beh, un bel po' d'oro, ovviamente, cos'altro? Ma vi assicuro che non ve ne pentirete.;Bem, uma grande pilha de ouro, é claro. O que mais poderia ser? Eu prometo que não irá se arrepender.;We will see;;Nous verrons;Ya veremos;それはどうでしょうね;지켜보겠다;走着瞧吧;走著瞧吧;Wir werden sehen;Это мы еще посмотрим;Vedremo;Veremos;;;;;;;;;;;;;I expect to;;J'espère bien;Cuento con ello;そうだといいけど;기대하지;我很期待;我很期待;Doch, bestimmt;Боюсь, пожалею;Ci conto;Assim espero;;;;;;;;;;;;;
;720;sellsword;female;I am honored to serve you, Your Majesty. I hope that we will be seeing much more of each other.;;C'est un honneur de vous servir, Majesté. J'espère que nous aurons l'occasion de nous voir régulièrement.;Tengo el honor de serviros, Majestad. Espero que nos vayamos cruzando más a menudo.;陛下、あなたに+仕えられて光栄です。+これからもよろしく頼みます。;섬기게 되어서 영광입니다, 폐하. 서로 간에 많은 것을 얻을 수 있길 바랍니다.;很荣幸能为您服务，陛下+我希望我们会常常见面;很榮幸能為您服務，陛下+我希望我們會常常見面;Es ist mir eine Ehre, Euch zu dienen, Majestät. Ich hoffe, wir werden einander noch viel öfter sehen.;Служить Вам — большая честь, Ваша Светлость. Искренне надеюсь увидеть Вас вновь.;È un onore servirvi, Vostra Maestà. Spero che servirà anche a vederci più spesso.;É uma honra servi-la, Vossa Majestade. Espero que possamos nos ver muito mais daqui para frente.;Me too;;Moi aussi;Yo también;こちらこそ;나 또한 바라지;我也是;我也是;Ich auch;О, я тоже;Lo spero anch'io;Também espero;;;;;;;;;;;;;Kneel before your Queen;;Prosternez-vous;Arrodilláos ante vuestra Reina;私に忠誠を誓いなさい;여왕 앞에 무릎 꿇어라;在你的女王面前跪下;在你的女王面前跪下;Kniet vor Eurer Königin;Склонись пред своей королевой;Inchinatevi al mio cospetto;Ajoelhe-se diante da rainha;;;;;;;;;;;;;
